id,student_id,points,timestamp
100,100,33,2023-07-26 01:21:08.626419+00:00
101,101,76,2023-07-26 01:21:09.852407+00:00
102,102,13,2023-07-26 01:21:10.978296+00:00
103,103,86,2023-07-26 01:21:12.208371+00:00
104,104,72,2023-07-26 01:21:13.279578+00:00
105,105,69,2023-07-26 01:21:14.301628+00:00
106,106,22,2023-07-26 01:21:15.431087+00:00
107,107,57,2023-07-26 01:21:16.610272+00:00
108,108,60,2023-07-26 01:21:17.727820+00:00
109,109,20,2023-07-26 01:21:18.862003+00:00
110,110,50,2023-07-26 01:21:20.092112+00:00
111,111,52,2023-07-26 01:21:21.218547+00:00
112,112,11,2023-07-26 01:21:22.279958+00:00
113,113,99,2023-07-26 01:21:23.415994+00:00
114,114,97,2023-07-26 01:21:24.597832+00:00
115,115,18,2023-07-26 01:21:25.826540+00:00
116,116,15,2023-07-26 01:21:27.055420+00:00
117,117,66,2023-07-26 01:21:28.284673+00:00
118,118,32,2023-07-26 01:21:29.461618+00:00
119,119,28,2023-07-26 01:21:30.641061+00:00
120,120,93,2023-07-26 01:21:31.868256+00:00
121,121,80,2023-07-26 01:21:33.097457+00:00
122,122,46,2023-07-26 01:21:34.324255+00:00
123,123,27,2023-07-26 01:21:35.452614+00:00
124,124,60,2023-07-26 01:21:36.682179+00:00
125,125,78,2023-07-26 01:21:37.854478+00:00
126,126,42,2023-07-26 01:21:39.036545+00:00
127,127,54,2023-07-26 01:21:40.265945+00:00
128,128,94,2023-07-26 01:21:41.391873+00:00
129,129,49,2023-07-26 01:21:42.462049+00:00
130,130,20,2023-07-26 01:21:43.543545+00:00
131,131,21,2023-07-26 01:21:44.554434+00:00
132,132,28,2023-07-26 01:21:45.691075+00:00
133,133,87,2023-07-26 01:21:46.809623+00:00
134,134,54,2023-07-26 01:21:47.944460+00:00
135,135,37,2023-07-26 01:21:49.174389+00:00
136,136,69,2023-07-26 01:21:50.300848+00:00
137,137,94,2023-07-26 01:21:51.427645+00:00
138,138,13,2023-07-26 01:21:52.602276+00:00
139,139,71,2023-07-26 01:21:53.631418+00:00
140,140,92,2023-07-26 01:21:54.802193+00:00
141,141,22,2023-07-26 01:21:56.035224+00:00
142,142,77,2023-07-26 01:21:57.161590+00:00
143,143,21,2023-07-26 01:21:58.390546+00:00
144,144,23,2023-07-26 01:21:59.416292+00:00
145,145,5,2023-07-26 01:22:00.491878+00:00
146,146,77,2023-07-26 01:22:01.600565+00:00
147,147,59,2023-07-26 01:22:02.737561+00:00
148,148,67,2023-07-26 01:22:03.808971+00:00
149,149,83,2023-07-26 01:22:05.047251+00:00
150,150,53,2023-07-26 01:22:06.173512+00:00
151,151,65,2023-07-26 01:22:07.402408+00:00
152,152,9,2023-07-26 01:22:08.472276+00:00
153,153,31,2023-07-26 01:22:09.596507+00:00
154,154,17,2023-07-26 01:22:10.667313+00:00
155,155,84,2023-07-26 01:22:11.748838+00:00
156,156,68,2023-07-26 01:22:12.829530+00:00
157,157,65,2023-07-26 01:22:13.852706+00:00
158,158,47,2023-07-26 01:22:14.968902+00:00
159,159,100,2023-07-26 01:22:16.106609+00:00
160,160,7,2023-07-26 01:22:17.230746+00:00
161,161,24,2023-07-26 01:22:18.358382+00:00
162,162,81,2023-07-26 01:22:19.529935+00:00
163,163,60,2023-07-26 01:22:20.659693+00:00
164,164,95,2023-07-26 01:22:21.943253+00:00
165,165,8,2023-07-26 01:22:22.966849+00:00
166,166,37,2023-07-26 01:22:23.991216+00:00
167,167,97,2023-07-26 01:22:25.061463+00:00
168,168,2,2023-07-26 01:22:26.244169+00:00
169,169,91,2023-07-26 01:22:27.369658+00:00
170,170,66,2023-07-26 01:22:28.539600+00:00
171,171,37,2023-07-26 01:22:29.542262+00:00
172,172,80,2023-07-26 01:22:30.539984+00:00
173,173,57,2023-07-26 01:22:31.541539+00:00
174,174,25,2023-07-26 01:22:32.752710+00:00
175,175,41,2023-07-26 01:22:33.821073+00:00
176,176,73,2023-07-26 01:22:34.882987+00:00
177,177,37,2023-07-26 01:22:35.882396+00:00
178,178,75,2023-07-26 01:22:36.929433+00:00
179,179,25,2023-07-26 01:22:37.934599+00:00
180,180,27,2023-07-26 01:22:38.947867+00:00
181,181,58,2023-07-26 01:22:39.993602+00:00
182,182,99,2023-07-26 01:22:41.083542+00:00
183,183,80,2023-07-26 01:22:42.117450+00:00
184,184,38,2023-07-26 01:22:43.140023+00:00
185,185,8,2023-07-26 01:22:44.370927+00:00
186,186,12,2023-07-26 01:22:45.393944+00:00
187,187,14,2023-07-26 01:22:46.403764+00:00
188,188,0,2023-07-26 01:22:47.424309+00:00
189,189,0,2023-07-26 01:22:48.567836+00:00
190,190,34,2023-07-26 01:22:49.630462+00:00
191,191,22,2023-07-26 01:22:50.648910+00:00
192,192,46,2023-07-26 01:22:51.742257+00:00
193,193,68,2023-07-26 01:22:52.854879+00:00
194,194,70,2023-07-26 01:22:53.883674+00:00
195,195,81,2023-07-26 01:22:54.909232+00:00
196,196,43,2023-07-26 01:22:55.941929+00:00
197,197,31,2023-07-26 01:22:57.168874+00:00
198,198,89,2023-07-26 01:22:58.240592+00:00
199,199,21,2023-07-26 01:22:59.243651+00:00
200,200,25,2023-07-26 01:23:00.446267+00:00
201,201,4,2023-07-26 01:23:01.453553+00:00
202,202,100,2023-07-26 01:23:02.506906+00:00
203,203,18,2023-07-26 01:23:03.722946+00:00
204,204,92,2023-07-26 01:23:04.895419+00:00
205,205,88,2023-07-26 01:23:06.181207+00:00
206,206,52,2023-07-26 01:23:07.410726+00:00
207,207,4,2023-07-26 01:23:08.425365+00:00
208,208,42,2023-07-26 01:23:09.560869+00:00
209,209,15,2023-07-26 01:23:10.732253+00:00
210,210,99,2023-07-26 01:23:11.731279+00:00
211,211,80,2023-07-26 01:23:12.770567+00:00
212,212,33,2023-07-26 01:23:13.771829+00:00
213,213,32,2023-07-26 01:23:14.768382+00:00
214,214,83,2023-07-26 01:23:15.797844+00:00
215,215,18,2023-07-26 01:23:16.924756+00:00
216,216,41,2023-07-26 01:23:17.945023+00:00
217,217,88,2023-07-26 01:23:19.188080+00:00
218,218,82,2023-07-26 01:23:20.415198+00:00
219,219,10,2023-07-26 01:23:21.485430+00:00
220,220,9,2023-07-26 01:23:22.553300+00:00
221,221,57,2023-07-26 01:23:23.680552+00:00
222,222,3,2023-07-26 01:23:24.715733+00:00
223,223,4,2023-07-26 01:23:25.842194+00:00
224,224,12,2023-07-26 01:23:26.968939+00:00
225,225,81,2023-07-26 01:23:28.197578+00:00
226,226,23,2023-07-26 01:23:29.322473+00:00
227,227,39,2023-07-26 01:23:30.553949+00:00
228,228,85,2023-07-26 01:23:31.575833+00:00
229,229,55,2023-07-26 01:23:32.645813+00:00
230,230,88,2023-07-26 01:23:33.684136+00:00
231,231,87,2023-07-26 01:23:34.844357+00:00
232,232,19,2023-07-26 01:23:35.911904+00:00
233,233,86,2023-07-26 01:23:36.945445+00:00
234,234,32,2023-07-26 01:23:37.962834+00:00
235,235,81,2023-07-26 01:23:38.983559+00:00
236,236,92,2023-07-26 01:23:40.122914+00:00
237,237,98,2023-07-26 01:23:41.202008+00:00
238,238,71,2023-07-26 01:23:42.435693+00:00
239,239,41,2023-07-26 01:23:43.602342+00:00
240,240,41,2023-07-26 01:23:44.603719+00:00
241,241,90,2023-07-26 01:23:45.602497+00:00
242,242,56,2023-07-26 01:23:46.602227+00:00
243,243,6,2023-07-26 01:23:47.600004+00:00
244,244,56,2023-07-26 01:23:48.596257+00:00
245,245,92,2023-07-26 01:23:49.632572+00:00
246,246,15,2023-07-26 01:23:50.658794+00:00
247,247,63,2023-07-26 01:23:51.750144+00:00
248,248,65,2023-07-26 01:23:52.749266+00:00
249,249,1,2023-07-26 01:23:53.750447+00:00
250,250,69,2023-07-26 01:23:54.753983+00:00
251,251,30,2023-07-26 01:23:55.752717+00:00
252,252,12,2023-07-26 01:23:56.753800+00:00
253,253,17,2023-07-26 01:23:57.844398+00:00
254,254,8,2023-07-26 01:23:58.843863+00:00
255,255,62,2023-07-26 01:23:59.839194+00:00
256,256,14,2023-07-26 01:24:00.843725+00:00
257,257,100,2023-07-26 01:24:01.841555+00:00
258,258,95,2023-07-26 01:24:02.844323+00:00
259,259,62,2023-07-26 01:24:03.845304+00:00
260,260,67,2023-07-26 01:24:04.841869+00:00
261,261,37,2023-07-26 01:24:05.838542+00:00
262,262,23,2023-07-26 01:24:06.837915+00:00
263,263,35,2023-07-26 01:24:07.845690+00:00
264,264,99,2023-07-26 01:24:08.845008+00:00
265,265,7,2023-07-26 01:24:09.857773+00:00
266,266,98,2023-07-26 01:24:10.952913+00:00
267,267,32,2023-07-26 01:24:12.230449+00:00
268,268,95,2023-07-26 01:24:13.460233+00:00
269,269,22,2023-07-26 01:24:14.464334+00:00
270,270,98,2023-07-26 01:24:15.609886+00:00
271,271,45,2023-07-26 01:24:16.668856+00:00
272,272,76,2023-07-26 01:24:17.696439+00:00
273,273,18,2023-07-26 01:24:18.698055+00:00
274,274,6,2023-07-26 01:24:19.754644+00:00
275,275,34,2023-07-26 01:24:20.780836+00:00
276,276,56,2023-07-26 01:24:21.902929+00:00
277,277,89,2023-07-26 01:24:22.902960+00:00
278,278,100,2023-07-26 01:24:23.993527+00:00
279,279,96,2023-07-26 01:24:25.005436+00:00
280,280,87,2023-07-26 01:24:26.028832+00:00
281,281,31,2023-07-26 01:24:27.181198+00:00
282,282,28,2023-07-26 01:24:28.361816+00:00
283,283,51,2023-07-26 01:24:29.867936+00:00
284,284,87,2023-07-26 01:24:31.154434+00:00
285,285,86,2023-07-26 01:24:32.151843+00:00
286,286,90,2023-07-26 01:24:33.253823+00:00
287,287,18,2023-07-26 01:24:34.249587+00:00
288,288,91,2023-07-26 01:24:35.255049+00:00
289,289,72,2023-07-26 01:24:36.260133+00:00
290,290,58,2023-07-26 01:24:37.363569+00:00
291,291,67,2023-07-26 01:24:38.374025+00:00
292,292,16,2023-07-26 01:24:39.371127+00:00
293,293,63,2023-07-26 01:24:40.492290+00:00
294,294,3,2023-07-26 01:24:41.519670+00:00
295,295,57,2023-07-26 01:24:42.585739+00:00
296,296,65,2023-07-26 01:24:43.666933+00:00
297,297,69,2023-07-26 01:24:44.713460+00:00
298,298,70,2023-07-26 01:24:45.818025+00:00
299,299,87,2023-07-26 01:24:46.931143+00:00
300,300,81,2023-07-26 01:24:47.967257+00:00
301,301,65,2023-07-26 01:24:49.094545+00:00
302,302,5,2023-07-26 01:24:50.220498+00:00
303,303,52,2023-07-26 01:24:51.449588+00:00
304,304,94,2023-07-26 01:24:52.678789+00:00
305,305,86,2023-07-26 01:24:53.746515+00:00
306,306,0,2023-07-26 01:24:54.773426+00:00
307,307,90,2023-07-26 01:24:55.769585+00:00
308,308,15,2023-07-26 01:24:56.876780+00:00
309,309,45,2023-07-26 01:24:58.105877+00:00
310,310,67,2023-07-26 01:24:59.177854+00:00
311,311,95,2023-07-26 01:25:00.256388+00:00
312,312,35,2023-07-26 01:25:01.484587+00:00
313,313,46,2023-07-26 01:25:02.616786+00:00
314,314,5,2023-07-26 01:25:03.737917+00:00
315,315,22,2023-07-26 01:25:04.864700+00:00
316,316,31,2023-07-26 01:25:05.990440+00:00
317,317,62,2023-07-26 01:25:07.117124+00:00
318,318,45,2023-07-26 01:25:08.185789+00:00
319,319,40,2023-07-26 01:25:09.205034+00:00
320,320,65,2023-07-26 01:25:10.337486+00:00
321,321,44,2023-07-26 01:25:11.519943+00:00
322,322,53,2023-07-26 01:25:12.646483+00:00
323,323,22,2023-07-26 01:25:13.716987+00:00
324,324,57,2023-07-26 01:25:14.740129+00:00
325,325,89,2023-07-26 01:25:15.925049+00:00
326,326,74,2023-07-26 01:25:17.049724+00:00
327,327,94,2023-07-26 01:25:18.073862+00:00
328,328,0,2023-07-26 01:25:19.302475+00:00
329,329,23,2023-07-26 01:25:20.473630+00:00
330,330,70,2023-07-26 01:25:21.599941+00:00
331,331,79,2023-07-26 01:25:22.886631+00:00
332,332,77,2023-07-26 01:25:23.911188+00:00
333,333,67,2023-07-26 01:25:25.038378+00:00
334,334,13,2023-07-26 01:25:26.070225+00:00
335,335,50,2023-07-26 01:25:27.236158+00:00
336,336,57,2023-07-26 01:25:28.416690+00:00
337,337,91,2023-07-26 01:25:29.414298+00:00
338,338,12,2023-07-26 01:25:30.568472+00:00
339,339,17,2023-07-26 01:25:31.592454+00:00
340,340,65,2023-07-26 01:25:32.763158+00:00
341,341,42,2023-07-26 01:25:33.890449+00:00
342,342,75,2023-07-26 01:25:34.900024+00:00
343,343,42,2023-07-26 01:25:35.995614+00:00
344,344,42,2023-07-26 01:25:37.223992+00:00
345,345,51,2023-07-26 01:25:38.247180+00:00
346,346,26,2023-07-26 01:25:39.374775+00:00
347,347,81,2023-07-26 01:25:40.502048+00:00
348,348,89,2023-07-26 01:25:41.627270+00:00
349,349,93,2023-07-26 01:25:42.650695+00:00
350,350,32,2023-07-26 01:25:43.688877+00:00
351,351,29,2023-07-26 01:25:44.684997+00:00
352,352,60,2023-07-26 01:25:45.871909+00:00
353,353,79,2023-07-26 01:25:46.882719+00:00
354,354,90,2023-07-26 01:25:47.976168+00:00
355,355,93,2023-07-26 01:25:49.045477+00:00
356,356,49,2023-07-26 01:25:50.228485+00:00
357,357,6,2023-07-26 01:25:51.354813+00:00
358,358,82,2023-07-26 01:25:52.481297+00:00
359,359,95,2023-07-26 01:25:53.651403+00:00
360,360,23,2023-07-26 01:25:54.726976+00:00
361,361,34,2023-07-26 01:25:55.847496+00:00
362,362,51,2023-07-26 01:25:56.885936+00:00
363,363,25,2023-07-26 01:25:58.112169+00:00
364,364,100,2023-07-26 01:25:59.281452+00:00
365,365,24,2023-07-26 01:26:00.410000+00:00
366,366,31,2023-07-26 01:26:01.537187+00:00
367,367,13,2023-07-26 01:26:02.533248+00:00
368,368,79,2023-07-26 01:26:03.631767+00:00
369,369,34,2023-07-26 01:26:04.817542+00:00
370,370,54,2023-07-26 01:26:05.993986+00:00
371,371,32,2023-07-26 01:26:07.050879+00:00
372,372,90,2023-07-26 01:26:08.250458+00:00
373,373,3,2023-07-26 01:26:09.376904+00:00
374,374,39,2023-07-26 01:26:10.605751+00:00
375,375,10,2023-07-26 01:26:11.653610+00:00
376,376,39,2023-07-26 01:26:12.859183+00:00
377,377,19,2023-07-26 01:26:13.985045+00:00
378,378,71,2023-07-26 01:26:15.046211+00:00
379,379,8,2023-07-26 01:26:16.135503+00:00
380,380,62,2023-07-26 01:26:17.159835+00:00
381,381,0,2023-07-26 01:26:18.286512+00:00
382,382,13,2023-07-26 01:26:19.514113+00:00
383,383,66,2023-07-26 01:26:20.585705+00:00
384,384,84,2023-07-26 01:26:21.666290+00:00
385,385,12,2023-07-26 01:26:22.734849+00:00
386,386,6,2023-07-26 01:26:23.753537+00:00
387,387,32,2023-07-26 01:26:24.783516+00:00
388,388,81,2023-07-26 01:26:25.781412+00:00
389,389,60,2023-07-26 01:26:26.889431+00:00
390,390,52,2023-07-26 01:26:28.000863+00:00
391,391,68,2023-07-26 01:26:29.141349+00:00
392,392,26,2023-07-26 01:26:30.266104+00:00
393,393,55,2023-07-26 01:26:31.494271+00:00
394,394,88,2023-07-26 01:26:32.493052+00:00
395,395,100,2023-07-26 01:26:33.646632+00:00
396,396,21,2023-07-26 01:26:34.874328+00:00
397,397,2,2023-07-26 01:26:35.898849+00:00
398,398,36,2023-07-26 01:26:37.072800+00:00
399,399,57,2023-07-26 01:26:38.252246+00:00
400,400,68,2023-07-26 01:26:39.483277+00:00
401,401,82,2023-07-26 01:26:40.606376+00:00
402,402,33,2023-07-26 01:26:41.678786+00:00
403,403,16,2023-07-26 01:26:42.759978+00:00
404,404,15,2023-07-26 01:26:43.772179+00:00
405,405,46,2023-07-26 01:26:44.774810+00:00
406,406,83,2023-07-26 01:26:45.842832+00:00
407,407,32,2023-07-26 01:26:46.865681+00:00
408,408,21,2023-07-26 01:26:47.879095+00:00
409,409,18,2023-07-26 01:26:49.007507+00:00
410,410,62,2023-07-26 01:26:50.029529+00:00
411,411,0,2023-07-26 01:26:51.193234+00:00
412,412,50,2023-07-26 01:26:52.383441+00:00
413,413,63,2023-07-26 01:26:53.614503+00:00
414,414,95,2023-07-26 01:26:54.740392+00:00
415,415,80,2023-07-26 01:26:55.867514+00:00
416,416,95,2023-07-26 01:26:56.875849+00:00
417,417,39,2023-07-26 01:26:58.120431+00:00
418,418,28,2023-07-26 01:26:59.188795+00:00
419,419,88,2023-07-26 01:27:00.271217+00:00
420,420,82,2023-07-26 01:27:01.268082+00:00
421,421,61,2023-07-26 01:27:02.423129+00:00
422,422,77,2023-07-26 01:27:03.488889+00:00
423,423,95,2023-07-26 01:27:04.572401+00:00
424,424,61,2023-07-26 01:27:05.645024+00:00
425,425,20,2023-07-26 01:27:06.926925+00:00
426,426,47,2023-07-26 01:27:08.052075+00:00
427,427,32,2023-07-26 01:27:09.180254+00:00
428,428,84,2023-07-26 01:27:10.192903+00:00
429,429,44,2023-07-26 01:27:11.328863+00:00
430,430,88,2023-07-26 01:27:12.456170+00:00
431,431,80,2023-07-26 01:27:13.686498+00:00
432,432,10,2023-07-26 01:27:14.859364+00:00
433,433,57,2023-07-26 01:27:15.866902+00:00
434,434,77,2023-07-26 01:27:17.065036+00:00
435,435,28,2023-07-26 01:27:18.126736+00:00
436,436,78,2023-07-26 01:27:19.317255+00:00
437,437,45,2023-07-26 01:27:20.546316+00:00
438,438,78,2023-07-26 01:27:21.773959+00:00
439,439,0,2023-07-26 01:27:22.836153+00:00
440,440,52,2023-07-26 01:27:23.916870+00:00
441,441,17,2023-07-26 01:27:25.050398+00:00
442,442,28,2023-07-26 01:27:26.176187+00:00
443,443,49,2023-07-26 01:27:27.304697+00:00
444,444,96,2023-07-26 01:27:28.532636+00:00
445,445,3,2023-07-26 01:27:29.659321+00:00
446,446,79,2023-07-26 01:27:30.889152+00:00
447,447,17,2023-07-26 01:27:32.116907+00:00
448,448,50,2023-07-26 01:27:33.187747+00:00
449,449,69,2023-07-26 01:27:34.369878+00:00
450,450,16,2023-07-26 01:27:35.497673+00:00
451,451,26,2023-07-26 01:27:36.623283+00:00
452,452,30,2023-07-26 01:27:37.746968+00:00
453,453,70,2023-07-26 01:27:38.866705+00:00
454,454,78,2023-07-26 01:27:39.945466+00:00
455,455,76,2023-07-26 01:27:41.015309+00:00
456,456,93,2023-07-26 01:27:42.151698+00:00
457,457,48,2023-07-26 01:27:43.206997+00:00
458,458,24,2023-07-26 01:27:44.302968+00:00
459,459,73,2023-07-26 01:27:45.319250+00:00
460,460,37,2023-07-26 01:27:46.455204+00:00
461,461,40,2023-07-26 01:27:47.477426+00:00
462,462,92,2023-07-26 01:27:48.501013+00:00
463,463,9,2023-07-26 01:27:49.627113+00:00
464,464,69,2023-07-26 01:27:50.800749+00:00
465,465,51,2023-07-26 01:27:51.982812+00:00
466,466,0,2023-07-26 01:27:53.211695+00:00
467,467,32,2023-07-26 01:27:54.441052+00:00
468,468,85,2023-07-26 01:27:55.567824+00:00
469,469,8,2023-07-26 01:27:56.592375+00:00
470,470,38,2023-07-26 01:27:57.820845+00:00
471,471,81,2023-07-26 01:27:59.049151+00:00
472,472,65,2023-07-26 01:28:00.120091+00:00
473,473,11,2023-07-26 01:28:01.199471+00:00
474,474,86,2023-07-26 01:28:02.258079+00:00
475,475,23,2023-07-26 01:28:03.452856+00:00
476,476,91,2023-07-26 01:28:04.681064+00:00
477,477,71,2023-07-26 01:28:05.750650+00:00
478,478,46,2023-07-26 01:28:06.942154+00:00
479,479,12,2023-07-26 01:28:08.050580+00:00
480,480,55,2023-07-26 01:28:09.288773+00:00
481,481,23,2023-07-26 01:28:10.414961+00:00
482,482,52,2023-07-26 01:28:11.427351+00:00
483,483,66,2023-07-26 01:28:12.566427+00:00
484,484,38,2023-07-26 01:28:13.737018+00:00
485,485,96,2023-07-26 01:28:14.764459+00:00
486,486,11,2023-07-26 01:28:15.914477+00:00
487,487,76,2023-07-26 01:28:17.117814+00:00
488,488,73,2023-07-26 01:28:18.142162+00:00
489,489,40,2023-07-26 01:28:19.268592+00:00
490,490,6,2023-07-26 01:28:20.349308+00:00
491,491,7,2023-07-26 01:28:21.578755+00:00
492,492,82,2023-07-26 01:28:22.703528+00:00
493,493,47,2023-07-26 01:28:23.777696+00:00
494,494,21,2023-07-26 01:28:24.947894+00:00
495,495,72,2023-07-26 01:28:25.949732+00:00
496,496,28,2023-07-26 01:28:27.207616+00:00
497,497,63,2023-07-26 01:28:28.438110+00:00
498,498,89,2023-07-26 01:28:29.565368+00:00
499,499,61,2023-07-26 01:28:30.691387+00:00
500,500,13,2023-07-26 01:28:31.762486+00:00
501,501,54,2023-07-26 01:28:32.887456+00:00
502,502,72,2023-07-26 01:28:33.968616+00:00
503,503,7,2023-07-26 01:28:35.196471+00:00
504,504,64,2023-07-26 01:28:36.253268+00:00
505,505,25,2023-07-26 01:28:37.290112+00:00
506,506,3,2023-07-26 01:28:38.371572+00:00
507,507,73,2023-07-26 01:28:39.600952+00:00
508,508,18,2023-07-26 01:28:40.773022+00:00
509,509,10,2023-07-26 01:28:41.777721+00:00
510,510,76,2023-07-26 01:28:42.775949+00:00
511,511,62,2023-07-26 01:28:43.901370+00:00
512,512,7,2023-07-26 01:28:44.909258+00:00
513,513,77,2023-07-26 01:28:46.000286+00:00
514,514,8,2023-07-26 01:28:47.000385+00:00
515,515,9,2023-07-26 01:28:48.109627+00:00
516,516,90,2023-07-26 01:28:49.143029+00:00
517,517,29,2023-07-26 01:28:50.175873+00:00
518,518,85,2023-07-26 01:28:51.190753+00:00
519,519,95,2023-07-26 01:28:52.200609+00:00
520,520,5,2023-07-26 01:28:53.323683+00:00
521,521,9,2023-07-26 01:28:54.348607+00:00
522,522,27,2023-07-26 01:28:55.575888+00:00
523,523,39,2023-07-26 01:28:56.661395+00:00
524,524,16,2023-07-26 01:28:57.772926+00:00
525,525,22,2023-07-26 01:28:58.954626+00:00
526,526,49,2023-07-26 01:29:00.183652+00:00
527,527,49,2023-07-26 01:29:01.300122+00:00
528,528,22,2023-07-26 01:29:02.539382+00:00
529,529,59,2023-07-26 01:29:03.665535+00:00
530,530,47,2023-07-26 01:29:04.732985+00:00
531,531,27,2023-07-26 01:29:05.758864+00:00
532,532,12,2023-07-26 01:29:06.781179+00:00
533,533,56,2023-07-26 01:29:07.817326+00:00
534,534,9,2023-07-26 01:29:08.989167+00:00
535,535,65,2023-07-26 01:29:10.012914+00:00
536,536,5,2023-07-26 01:29:11.139108+00:00
537,537,91,2023-07-26 01:29:12.265305+00:00
